generation,leftchild,rightchild,abstime,betainit,betashift
490000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000381103,-0.0140206
495000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000507921,-0.0337865
500000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000326779,0.0428582
505000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000158773,0.167013
510000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000161662,0.0520037
515000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.00109707,-0.0507271
520000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000287256,0.0569771
525000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000265293,0.0221926
530000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000216294,0.00418309
535000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000224504,0.147919
540000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.0002765,0.0165545
545000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.00042155,0.01113
550000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000169437,0.00794606
555000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000126862,0.0467698
560000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000157526,0.035843
565000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000156271,0.0502926
570000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000243596,0.0731098
575000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.00067305,-0.0308331
580000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000109915,0.0696227
585000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000157503,0.0333647
590000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000198267,0.0058612
595000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000150336,0.0492709
600000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000255021,0.0267938
605000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000129562,0.0581528
610000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000380437,0.01803
615000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000329981,-0.0236552
620000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000696719,-0.0774482
625000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000376123,-0.0177499
630000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000335225,0.0314864
635000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.00023628,0.0405512
640000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.00017367,0.0017061
645000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000257676,0.0202328
650000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000172038,0.0268387
655000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000220277,0.0123949
655000,Pseudobalistes_naufragium,NA,19.897,1.20982,-0.00795581
660000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000211455,0.0358532
665000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000127337,0.0251394
670000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.00016636,0.105331
675000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000191764,-0.00343681
680000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000680739,-0.0515209
685000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000571209,-0.070436
690000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.00127737,-0.0803035
695000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000380295,-0.0223827
700000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000907365,-0.0729431
705000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000937918,-0.100647
710000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000681694,-0.0550938
715000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000451749,-0.0388239
720000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000282727,-0.0160192
725000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000388982,0.0202861
730000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000429051,-0.0313997
735000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000203011,-0.00668331
740000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000187939,0.0383514
745000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000396622,-0.0131204
750000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000243493,0.0374381
755000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000111143,0.0373712
760000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000337124,0.0769003
765000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000254589,0.0157188
770000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000286134,0.033299
775000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000211029,0.00780122
780000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000299769,0.0876171
785000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.00025316,-0.00590065
790000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000158606,0.068823
795000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000209617,0.00310469
800000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000727877,-0.0588799
805000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000493462,-0.0330311
810000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000142139,0.0287547
815000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000724406,-0.061656
815000,Xanthichthys_lineopunctatus,NA,20.4081,5.23226,-0.0961188
820000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000472319,-0.0255073
825000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.00069826,-0.0687419
830000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000334371,0.00885291
835000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000526374,-0.0717136
840000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000574325,-0.0655506
845000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000954873,-0.0752579
850000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000542995,-0.0612893
855000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.00110867,-0.0709094
860000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000234615,0.0383529
865000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000177384,0.0327122
870000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000259932,0.00493815
875000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000445145,-0.0383204
880000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000254948,-0.00381034
885000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.00085063,-0.0720885
890000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000741159,-0.0551293
895000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000445125,-0.0514387
900000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.00100734,-0.0502371
905000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000117711,0.0489058
910000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.00015763,0.0800478
915000,Rhinecanthus_aculeatus,Melichthys_niger,0,9.57946e-05,0.023168
920000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000201772,0.0246144
925000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000398039,-0.0161544
925000,Xanthichthys_ringens,NA,20.2601,0.504695,-0.029785
930000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000105516,0.0273632
935000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000550134,-0.0495283
940000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000163549,0.0360459
945000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000101986,0.0393544
950000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000169459,0.0290863
955000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000446618,-0.0522761
960000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000172056,0.0216703
965000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000117156,0.00532146
970000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000291739,-0.0236876
975000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000139343,0.0363332
980000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000567815,-0.0431282
985000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000146161,-0.00544936
990000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000397821,-0.0190684
995000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000389513,-0.0588115
1000000,Rhinecanthus_aculeatus,Melichthys_niger,0,9.99028e-05,0.0875764
1005000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000386353,0.0493184
1010000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000234028,0.0291192
1015000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000211779,0.0558149
1020000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000236499,0.0152119
1025000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000254583,0.0152975
1030000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.00062594,-0.0284003
1035000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000298106,-0.0159817
1040000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000180572,0.00850318
1045000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000558443,-0.025799
1050000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000208788,0.0379645
1055000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.0001205,0.0536347
1060000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000248867,0.0623086
1065000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000761273,-0.0740722
1070000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000325855,0.0186648
1075000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.00128322,-0.0535941
1080000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000306375,-0.00110956
1085000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.00037056,-0.004205
1090000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000557161,-0.0674357
1095000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000276581,0.00909409
1100000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000546612,-0.0298334
1105000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000446455,-0.0290874
1110000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000373358,-0.0520126
1115000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000571492,-0.055618
1120000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000776922,-0.0637665
1125000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000895106,-0.0759928
1130000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.00134019,-0.0929843
1135000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000282542,-0.00662254
1140000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000344272,-0.0197608
1145000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000707806,-0.0703302
1150000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000633321,-0.0495373
1155000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000216061,0.0270391
1160000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000422746,-0.0249076
1165000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000136009,0.0821568
1170000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000237125,-0.00676227
1175000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000603632,-0.0602782
1180000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000628671,-0.0417415
1185000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000273041,0.0105412
1190000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000639976,-0.0575751
1195000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000413583,-0.0213533
1200000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000684565,-0.0581377
1205000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000537917,-0.0661309
1210000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000678152,-0.0347172
1215000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000466468,-0.0271972
1220000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.00022776,0.0623729
1225000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.00027857,0.0314143
1230000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000321855,-0.02909
1235000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000500053,-0.0437501
1240000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000830444,-0.0864607
1245000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.00123958,-0.109918
1250000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000483736,-0.0388924
1255000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000280177,-0.0233357
1260000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000265707,0.00263952
1265000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000162041,0.0265742
1270000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000352843,-0.0211471
1275000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000337631,-0.000480816
1280000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.00029806,-0.0363933
1285000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000755695,-0.0687199
1290000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.00018361,0.0321518
1295000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000128501,0.101041
1300000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000433442,0.0110649
1305000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000570958,0.00525921
1310000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000184494,0.06146
1315000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000277735,0.0190772
1320000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000181917,-0.0183485
1325000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000202141,0.0672971
1330000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000545467,-0.0247441
1335000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000466598,-0.0150732
1340000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000638806,-0.0417204
1345000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000406433,-0.0231798
1350000,Rhinecanthus_aculeatus,Melichthys_niger,0,0.000170465,0.00490942
